,trial_id,trial_num,path_videos,path_frames,num,trial_type,objects_name,png,pass_masks,framerate,room,tot_frames,add_object_to_scene,save_frames,save_mp4,transition_start_frames,cam_position,cam_look_at
23,"5,64777161357117E+016",3,"['../data/temp/videos/occlusion/psychological/56477716135711719_trial_3_img.mp4', '../data/temp/videos/occlusion/psychological/56477716135711719_trial_3_mask.mp4']",../data/temp/frames/occlusion/psychological/56477716135711719_trial_3/,5,psychological,"{'object': 'b04_3d_jar_180_gr_01', 'collider': 'b03_ka90ivi20r_2013__vray'}",False,"['_img', '_mask']",30,empty,200,False,True,True,,"{'x': 1.9606052788063546, 'y': 0.6932427815226329, 'z': 0.9784532453665078}","{'x': 0, 'y': 0, 'z': 0}"
24,"5,64777161357117E+016",4,"['../data/temp/videos/occlusion/psychological/56477716135711719_trial_4_img.mp4', '../data/temp/videos/occlusion/psychological/56477716135711719_trial_4_mask.mp4']",../data/temp/frames/occlusion/psychological/56477716135711719_trial_4/,5,psychological,"{'object': 'b03_banana_01_high', 'collider': 'b03_db_apps_tech_08_08_composite'}",False,"['_img', '_mask']",30,empty,200,False,True,True,,"{'x': 1.9606052788063546, 'y': 0.6932427815226329, 'z': 0.9784532453665078}","{'x': 0, 'y': 0, 'z': 0}"
25,"6,37863990214817E+016",0,"['../data/temp/videos/occlusion/psychological/63786399021481663_trial_0_img.mp4', '../data/temp/videos/occlusion/psychological/63786399021481663_trial_0_mask.mp4']",../data/temp/frames/occlusion/psychological/63786399021481663_trial_0/,5,psychological,"{'object': 'b04_bottle_20ml', 'collider': 'cabinet_36_white_wood'}",False,"['_img', '_mask']",30,empty,200,False,True,True,,"{'x': 1.7056551707695202, 'y': 0.702719958402865, 'z': -0.1258034716919323}","{'x': 0, 'y': 0, 'z': 0}"
26,"6,37863990214817E+016",1,"['../data/temp/videos/occlusion/psychological/63786399021481663_trial_1_img.mp4', '../data/temp/videos/occlusion/psychological/63786399021481663_trial_1_mask.mp4']",../data/temp/frames/occlusion/psychological/63786399021481663_trial_1/,5,psychological,"{'object': 'b03_toothbrush', 'collider': 'cabinet_36_two_door_wood_beech_honey_composite'}",False,"['_img', '_mask']",30,empty,200,False,True,True,,"{'x': 1.7056551707695202, 'y': 0.702719958402865, 'z': -0.1258034716919323}","{'x': 0, 'y': 0, 'z': 0}"
27,"6,37863990214817E+016",2,"['../data/temp/videos/occlusion/psychological/63786399021481663_trial_2_img.mp4', '../data/temp/videos/occlusion/psychological/63786399021481663_trial_2_mask.mp4']",../data/temp/frames/occlusion/psychological/63786399021481663_trial_2/,5,psychological,"{'object': 'b03_cocacola_can_cage', 'collider': 'cabinet_24_single_door_wood_oak_white_composite'}",False,"['_img', '_mask']",30,empty,200,False,True,True,,"{'x': 1.7056551707695202, 'y': 0.702719958402865, 'z': -0.1258034716919323}","{'x': 0, 'y': 0, 'z': 0}"
28,"6,37863990214817E+016",3,"['../data/temp/videos/occlusion/psychological/63786399021481663_trial_3_img.mp4', '../data/temp/videos/occlusion/psychological/63786399021481663_trial_3_mask.mp4']",../data/temp/frames/occlusion/psychological/63786399021481663_trial_3/,5,psychological,"{'object': 'b03_toothbrush', 'collider': 'cabinet_24_wall_wood_beech_honey_composite'}",False,"['_img', '_mask']",30,empty,200,False,True,True,,"{'x': 1.7056551707695202, 'y': 0.702719958402865, 'z': -0.1258034716919323}","{'x': 0, 'y': 0, 'z': 0}"
29,"6,37863990214817E+016",4,"['../data/temp/videos/occlusion/psychological/63786399021481663_trial_4_img.mp4', '../data/temp/videos/occlusion/psychological/63786399021481663_trial_4_mask.mp4']",../data/temp/frames/occlusion/psychological/63786399021481663_trial_4/,5,psychological,"{'object': 'coffeecup004_fix', 'collider': 'cabinet_24_two_drawer_wood_beach_honey'}",False,"['_img', '_mask']",30,empty,200,False,True,True,,"{'x': 1.7056551707695202, 'y': 0.702719958402865, 'z': -0.1258034716919323}","{'x': 0, 'y': 0, 'z': 0}"
30,"9,00713561831148E+016",0,"['../data/temp/videos/rolling/psychological/90071356183114807_trial_0_img.mp4', '../data/temp/videos/rolling/psychological/90071356183114807_trial_0_id.mp4']",../data/temp/frames/rolling/psychological/90071356183114807_trial_0/,5,psychological,{'object': 'b04_bottle_20ml'},False,"['_img', '_id']",30,empty,300,True,True,True,,"{'x': 0, 'y': 1.2, 'z': -2}","{'x': 0, 'y': 0, 'z': 0}"
31,"9,00713561831148E+016",1,"['../data/temp/videos/rolling/psychological/90071356183114807_trial_1_img.mp4', '../data/temp/videos/rolling/psychological/90071356183114807_trial_1_id.mp4']",../data/temp/frames/rolling/psychological/90071356183114807_trial_1/,5,psychological,{'object': 'golf'},False,"['_img', '_id']",30,empty,300,True,True,True,,"{'x': 0, 'y': 1.2, 'z': -2}","{'x': 0, 'y': 0, 'z': 0}"
32,"9,00713561831148E+016",2,"['../data/temp/videos/rolling/psychological/90071356183114807_trial_2_img.mp4', '../data/temp/videos/rolling/psychological/90071356183114807_trial_2_id.mp4']",../data/temp/frames/rolling/psychological/90071356183114807_trial_2/,5,psychological,{'object': '102_pepsi_can_12_fl_oz_vray'},False,"['_img', '_id']",30,empty,300,True,True,True,,"{'x': 0, 'y': 1.2, 'z': -2}","{'x': 0, 'y': 0, 'z': 0}"
33,"9,00713561831148E+016",3,"['../data/temp/videos/rolling/psychological/90071356183114807_trial_3_img.mp4', '../data/temp/videos/rolling/psychological/90071356183114807_trial_3_id.mp4']",../data/temp/frames/rolling/psychological/90071356183114807_trial_3/,5,psychological,{'object': 'b03_cocacola_can_cage'},False,"['_img', '_id']",30,empty,300,True,True,True,,"{'x': 0, 'y': 1.2, 'z': -2}","{'x': 0, 'y': 0, 'z': 0}"
34,"9,00713561831148E+016",4,"['../data/temp/videos/rolling/psychological/90071356183114807_trial_4_img.mp4', '../data/temp/videos/rolling/psychological/90071356183114807_trial_4_id.mp4']",../data/temp/frames/rolling/psychological/90071356183114807_trial_4/,5,psychological,{'object': 'aaa_battery'},False,"['_img', '_id']",30,empty,300,True,True,True,,"{'x': 0, 'y': 1.2, 'z': -2}","{'x': 0, 'y': 0, 'z': 0}"
35,"4,27108403208074E+016",0,"['../data/temp/videos/rolling/psychological/42710840320807398_trial_0_img.mp4', '../data/temp/videos/rolling/psychological/42710840320807398_trial_0_id.mp4']",../data/temp/frames/rolling/psychological/42710840320807398_trial_0/,5,psychological,{'object': 'golf'},False,"['_img', '_id']",30,empty,300,True,True,True,,"{'x': 0, 'y': 1.2, 'z': -2}","{'x': 0, 'y': 0, 'z': 0}"
36,"4,27108403208074E+016",1,"['../data/temp/videos/rolling/psychological/42710840320807398_trial_1_img.mp4', '../data/temp/videos/rolling/psychological/42710840320807398_trial_1_id.mp4']",../data/temp/frames/rolling/psychological/42710840320807398_trial_1/,5,psychological,{'object': '104_sprite_can_12_fl_oz_vray'},False,"['_img', '_id']",30,empty,300,True,True,True,,"{'x': 0, 'y': 1.2, 'z': -2}","{'x': 0, 'y': 0, 'z': 0}"
37,"4,27108403208074E+016",2,"['../data/temp/videos/rolling/psychological/42710840320807398_trial_2_img.mp4', '../data/temp/videos/rolling/psychological/42710840320807398_trial_2_id.mp4']",../data/temp/frames/rolling/psychological/42710840320807398_trial_2/,5,psychological,{'object': 'golf'},False,"['_img', '_id']",30,empty,300,True,True,True,,"{'x': 0, 'y': 1.2, 'z': -2}","{'x': 0, 'y': 0, 'z': 0}"
38,"4,27108403208074E+016",3,"['../data/temp/videos/rolling/psychological/42710840320807398_trial_3_img.mp4', '../data/temp/videos/rolling/psychological/42710840320807398_trial_3_id.mp4']",../data/temp/frames/rolling/psychological/42710840320807398_trial_3/,5,psychological,{'object': 'golf'},False,"['_img', '_id']",30,empty,300,True,True,True,,"{'x': 0, 'y': 1.2, 'z': -2}","{'x': 0, 'y': 0, 'z': 0}"
39,"4,27108403208074E+016",4,"['../data/temp/videos/rolling/psychological/42710840320807398_trial_4_img.mp4', '../data/temp/videos/rolling/psychological/42710840320807398_trial_4_id.mp4']",../data/temp/frames/rolling/psychological/42710840320807398_trial_4/,5,psychological,{'object': 'orange'},False,"['_img', '_id']",30,empty,300,True,True,True,,"{'x': 0, 'y': 1.2, 'z': -2}","{'x': 0, 'y': 0, 'z': 0}"
40,"6,7941046798528E+016",0,"['../data/temp/videos/containment/psychological/67941046798527996_trial_0_img.mp4', '../data/temp/videos/containment/psychological/67941046798527996_trial_0_mask.mp4']",../data/temp/frames/containment/psychological/67941046798527996_trial_0/,5,psychological,"{'object': 'chocolate_bar001', 'container': 'b03_basket'}",False,"['_img', '_mask']",30,empty,200,True,True,True,,"{'x': 1.2697775153538224, 'y': 3.238709391963015, 'z': 3.7596279433933795}","{'x': 1.082166979551415, 'y': 1.0, 'z': 2.914887355365172}"
41,"6,7941046798528E+016",1,"['../data/temp/videos/containment/psychological/67941046798527996_trial_1_img.mp4', '../data/temp/videos/containment/psychological/67941046798527996_trial_1_mask.mp4']",../data/temp/frames/containment/psychological/67941046798527996_trial_1/,5,psychological,"{'object': 'b04_3d_jar_180_gr_01', 'container': 'box_18inx18inx12in_cardboard'}",False,"['_img', '_mask']",30,empty,200,True,True,True,,"{'x': 1.2697775153538224, 'y': 3.238709391963015, 'z': 3.7596279433933795}","{'x': 1.082166979551415, 'y': 1.0, 'z': 2.914887355365172}"
42,"6,7941046798528E+016",2,"['../data/temp/videos/containment/psychological/67941046798527996_trial_2_img.mp4', '../data/temp/videos/containment/psychological/67941046798527996_trial_2_mask.mp4']",../data/temp/frames/containment/psychological/67941046798527996_trial_2/,5,psychological,"{'object': 'apple', 'container': 'box_18inx18inx12in_cardboard'}",False,"['_img', '_mask']",30,empty,200,True,True,True,,"{'x': 1.2697775153538224, 'y': 3.238709391963015, 'z': 3.7596279433933795}","{'x': 1.082166979551415, 'y': 1.0, 'z': 2.914887355365172}"
43,"6,7941046798528E+016",3,"['../data/temp/videos/containment/psychological/67941046798527996_trial_3_img.mp4', '../data/temp/videos/containment/psychological/67941046798527996_trial_3_mask.mp4']",../data/temp/frames/containment/psychological/67941046798527996_trial_3/,5,psychological,"{'object': 'b03_banana_01_high', 'container': 'basket_18inx18inx12iin'}",False,"['_img', '_mask']",30,empty,200,True,True,True,,"{'x': 1.2697775153538224, 'y': 3.238709391963015, 'z': 3.7596279433933795}","{'x': 1.082166979551415, 'y': 1.0, 'z': 2.914887355365172}"
44,"6,7941046798528E+016",4,"['../data/temp/videos/containment/psychological/67941046798527996_trial_4_img.mp4', '../data/temp/videos/containment/psychological/67941046798527996_trial_4_mask.mp4']",../data/temp/frames/containment/psychological/67941046798527996_trial_4/,5,psychological,"{'object': 'b03_hair_comb_2010', 'container': 'basket_18inx18inx12iin_bamboo'}",False,"['_img', '_mask']",30,empty,200,True,True,True,,"{'x': 1.2697775153538224, 'y': 3.238709391963015, 'z': 3.7596279433933795}","{'x': 1.082166979551415, 'y': 1.0, 'z': 2.914887355365172}"
